paper_id,cited_dataset,title,abstract,year,url,citation_count,is_open_access,venue,fields_of_study,publication_types,journal,authors,external_ids,doi,arxiv_id,pubmed_id,evaluation_metrics
37173f1cb204d357ef7207481d5e96057237a837,CBIS-DDSM,Deep learning-based image processing for financial audit risk quantification in healthcare,,2023.0,https://www.semanticscholar.org/paper/37173f1cb204d357ef7207481d5e96057237a837,1,False,Expert Syst. J. Knowl. Eng.,Computer Science,JournalArticle,"{'volume': '42', 'name': 'Expert Syst. J. Knowl. Eng.'}",Yanzhe Ma,"{'DBLP': 'journals/es/Ma25', 'DOI': '10.1111/exsy.13355', 'CorpusId': 259457927}",10.1111/exsy.13355,,,ROC
d59f10584c2fde4c7768d27405e1d9ebdbe6420e,"CBIS-DDSM, INbreast",A learning-based approach to breast cancer screening using mammography images,"The current big challenge facing radiologists in healthcare is the automatic detection and classification of masses in breast mammogram images. In the last few years, many researchers have proposed various solutions to this problem. These solutions are effectively dependent and work on annotated breast image data. But these solutions fail when applied to unlabeled and non-annotated breast image data. Therefore, this paper provides the solution to this problem with the help of a neural network that considers any kind of unlabeled data for its procedure. In this solution, the algorithm automatically extracts tumors in images using a segmentation approach, and after that, the features of the tumor are extracted for further processing. This approach used a double thresholding-based segmentation technique to obtain a perfect location of the tumor region, which was not possible in existing techniques in the literature. The experimental results also show that the proposed algorithm provides better accuracy compared to the accuracy of existing algorithms in the literature.",2023.0,https://www.semanticscholar.org/paper/d59f10584c2fde4c7768d27405e1d9ebdbe6420e,0,True,International Journal of Informatics and Communication Technology (IJ-ICT),,,{'name': 'International Journal of Informatics and Communication Technology (IJ-ICT)'},"K. Shaikh, Sabitha Krishnan, Rohit M. Thanki","{'DOI': '10.11591/ijict.v12i1.pp1-11', 'CorpusId': 260558823}",10.11591/ijict.v12i1.pp1-11,,,"PPR, ROC, accuracy"
a27ec9994158292638cbaefe9fef6a04b4fecd6a,"CBIS-DDSM, DDSM, INbreast",GFNet: A Deep Learning Framework for Breast Mass Detection,"Background: Breast mass is one of the main symptoms of breast cancer. Effective and accurate detection of breast masses at an early stage would be of great value for clinical breast cancer analysis. Methods: We developed a novel mass detection framework named GFNet. The GFNet is comprised of three modules, including patch extraction, feature extraction, and mass detection. The developed breast mass detection framework is of high robustness and generality that can be self-adapted to images collected by different imaging devices. The patch-based detection is deployed to improve performance. A novel feature extraction technique based on gradient field convergence features (GFCF) is proposed to enhance the information of breast mass and, therefore, provide useful information for the following patch extraction module. A novel false positives reduction method is designed by combining the texture and morphological features in breast mass patch. This is the first attempt at fusing morphological and texture features for breast mass false positive reduction. Results: Compared to other state-of-the-art methods, the proposed GFNet showed the best performance on CBIS-DDSM and INbreast with an accuracy of 0.90 at 2.91 false positive per image (FPI) and 0.99 at only 0.97 FPI, respectively. Conclusions: The GFNet is an effective tool for detecting breast mass.",2023.0,https://www.semanticscholar.org/paper/a27ec9994158292638cbaefe9fef6a04b4fecd6a,3,True,Electronics,,,{'name': 'Electronics'},"Xiang Yu, Ziquan Zhu, Yoav Alon, D. Guttery, Yudong Zhang","{'DOI': '10.3390/electronics12071583', 'CorpusId': 257826519}",10.3390/electronics12071583,,,accuracy
6b0154e74cc45e71925d70a55302f248fe89fb1d,CBIS-DDSM,Contributions of global and local processing on medical image perception,"Abstract. Purpose The influential holistic processing hypothesis attributes expertise in medical image perception to cognitive processing of global gist information. However, it has remained unclear whether or how experts use rapid global impression of images for their subsequent diagnostic decisions based on the focal sign of cancer. We hypothesized that continuous-global and discrete-local processes jointly attribute to radiological experts’ detection of mammogram, with different weights and temporal dynamics. Approach We examined experienced versus inexperienced observers’ performance at first (500 ms) versus second (2500 ms) mammogram image presentation in an abnormality detection task. We applied a dual-trace signal detection (DTSD) model of receiver operating characteristic (ROC) to assess the time-varying contributions of global and focal cancer signals on mammogram reading and medical expertise. Results The hierarchical Bayesian DTSD modeling of empirical ROCs revealed that mammogram expertise (experienced versus inexperienced observers) manifests largely in a continuous-global component for the detection of the gist of abnormality at the early phase of mammogram reading. For the second presentation of the same mammogram images, the experienced participants showed increased task performance that was largely driven by better processing of discrete-local information, whereas the global processing of abnormality remained saturated from the first exposure. Modeling of the mouse trajectory of the confidence rating responses further revealed the temporal dynamics of global and focal processing. Conclusions These results suggest a joint contribution of continuous-global and discrete-local processes on medical expertise, and these processes could be analytically dissociated.",2023.0,https://www.semanticscholar.org/paper/6b0154e74cc45e71925d70a55302f248fe89fb1d,2,True,Journal of Medical Imaging,"Medicine, Engineering",JournalArticle,"{'volume': '10', 'name': 'Journal of Medical Imaging'}","Hyung-Bum Park, Lilian Azer, Shinhae Ahn, Tam-Dan Dinh, Gabriela Macias, Gavin Zhang, Bihong Beth Chen, Huiyan Ma, M. Botejue, Eric H. Choi, Weiwei Zhang","{'PubMedCentral': '10166588', 'DOI': '10.1117/1.JMI.10.S1.S11911', 'CorpusId': 258580508, 'PubMed': '37168693'}",10.1117/1.JMI.10.S1.S11911,,37168693.0,"PPR, ROC, Receiver Operating Characteristic"
ec37721c1b1990cf3a7ceb996807c09391ba2e5d,"CBIS-DDSM, DDSM, INbreast",An Efficient Method for Breast Mass Classification Using Pre-Trained Deep Convolutional Networks,"Masses are the early indicators of breast cancer, and distinguishing between benign and malignant masses is a challenging problem. Many machine learning- and deep learning-based methods have been proposed to distinguish benign masses from malignant ones on mammograms. However, their performance is not satisfactory. Though deep learning has been shown to be effective in a variety of applications, it is challenging to apply it for mass classification since it requires a large dataset for training and the number of available annotated mammograms is limited. A common approach to overcome this issue is to employ a pre-trained model and fine-tune it on mammograms. Though this works well, it still involves fine-tuning a huge number of learnable parameters with a small number of annotated mammograms. To tackle the small set problem in the training or fine-tuning of CNN models, we introduce a new method, which uses a pre-trained CNN without any modifications as an end-to-end model for mass classification, without fine-tuning the learnable parameters. The training phase only identifies the neurons in the classification layer, which yield higher activation for each class, and later on uses the activation of these neurons to classify an unknown mass ROI. We evaluated the proposed approach using different CNN models on the public domain benchmark datasets, such as DDSM and INbreast. The results show that it outperforms the state-of-the-art deep learning-based methods.",2022.0,https://www.semanticscholar.org/paper/ec37721c1b1990cf3a7ceb996807c09391ba2e5d,4,True,Mathematics,,,{'name': 'Mathematics'},"E. Al-Mansour, M. Hussain, Hatim Aboalsamh, Fazal-e-Amin","{'DOI': '10.3390/math10142539', 'CorpusId': 250997926}",10.3390/math10142539,,,PPR
c05ec3abd3442f577a5aad46e0b36e1bb2885e5e,"CBIS-DDSM, DDSM",AAWS-Net: Anatomy-aware weakly-supervised learning network for breast mass segmentation,"Accurate segmentation of breast masses is an essential step in computer aided diagnosis of breast cancer. The scarcity of annotated training data greatly hinders the model’s generalization ability, especially for the deep learning based methods. However, high-quality image-level annotations are time-consuming and cumbersome in medical image analysis scenarios. In addition, a large amount of weak annotations is under-utilized which comprise common anatomy features. To this end, inspired by teacher-student networks, we propose an Anatomy-Aware Weakly-Supervised learning Network (AAWS-Net) for extracting useful information from mammograms with weak annotations for efficient and accurate breast mass segmentation. Specifically, we adopt a weakly-supervised learning strategy in the Teacher to extract anatomy structure from mammograms with weak annotations by reconstructing the original image. Besides, knowledge distillation is used to suggest morphological differences between benign and malignant masses. Moreover, the prior knowledge learned from the Teacher is introduced to the Student in an end-to-end way, which improves the ability of the student network to locate and segment masses. Experiments on CBIS-DDSM have shown that our method yields promising performance compared with state-of-the-art alternative models for breast mass segmentation in terms of segmentation accuracy and IoU.",2021.0,https://www.semanticscholar.org/paper/c05ec3abd3442f577a5aad46e0b36e1bb2885e5e,2,True,PLoS ONE,Medicine,JournalArticle,"{'volume': '16', 'name': 'PLoS ONE'}","Yeheng Sun, Yule Ji","{'PubMedCentral': '8405027', 'DOI': '10.1371/journal.pone.0256830', 'CorpusId': 237363610, 'PubMed': '34460852'}",10.1371/journal.pone.0256830,,34460852.0,accuracy
12605a6d7e860fdf36ffe8cf71dc656ae476682e,"CBIS-DDSM, INbreast",Deep learning on digital mammography for expert-level diagnosis accuracy in breast cancer detection,,2021.0,https://www.semanticscholar.org/paper/12605a6d7e860fdf36ffe8cf71dc656ae476682e,4,False,Multimedia Systems,Computer Science,JournalArticle,"{'volume': '28', 'pages': '1263 - 1274', 'name': 'Multimedia Systems'}","J. Qu, Xuran Zhao, Peng Chen, Zhaoqi Wang, Zhenzhen Liu, Bailin Yang, Hailiang Li","{'MAG': '3177089484', 'DBLP': 'journals/mms/QuZCWLYL22', 'DOI': '10.1007/s00530-021-00823-4', 'CorpusId': 237873689}",10.1007/s00530-021-00823-4,,,accuracy
92cf0a2d5ead54c4adab7c7753a739e268d6de10,CBIS-DDSM,Discoursing Novel Procedure for Segmentation and Classification of Mammograms,,2021.0,https://www.semanticscholar.org/paper/92cf0a2d5ead54c4adab7c7753a739e268d6de10,1,False,SN Computer Science,Computer Science,JournalArticle,"{'volume': '2', 'name': 'SN Computer Science'}","Baljinder Singh, Ramandeep Kaur, A. Kaur, G. Jagdev","{'DBLP': 'journals/sncs/SinghKKJ21', 'DOI': '10.1007/s42979-021-00454-6', 'CorpusId': 231822164}",10.1007/s42979-021-00454-6,,,ROC
db9ba297d8db60b1875ab58635ec472fd974f78d,"CBIS-DDSM, MIAS",Mammograms Classification Using ELM Based on Improved Sunflower Optimization Algorithm,"To assist specialists in detecting breast cancer on mammograms with better accuracy and less time consuming, this paper proposes an approach based on improved sunflower optimization algorithm (ISFO) and extreme learning machine (ELM). Firstly, features were extracted by using lifting scheme and gray-level co-occurrence matrix (GLCM). Then, the parameters of ELM were optimized by (ISFO) to obtain the final classification results. Finally, in order to avoid overfitting, the proposed model’s performance was evaluated with k-fold random stratified cross validation, and the experiments compared the model with other models on MIAS datasets. The experimental results show that the proposed model has higher classification accuracy, shorter learning time and stronger robustness on mammograms classification task. Thus, this method could be a promising application in bio-medical and provide a basis for the early diagnosis of breast cancer.",2021.0,https://www.semanticscholar.org/paper/db9ba297d8db60b1875ab58635ec472fd974f78d,2,True,Journal of Physics: Conference Series,"Computer Science, Physics",Conference,"{'volume': '1739', 'name': 'Journal of Physics: Conference Series'}",Yeheng Sun,"{'MAG': '3125775466', 'DOI': '10.1088/1742-6596/1739/1/012047', 'CorpusId': 234132748}",10.1088/1742-6596/1739/1/012047,,,"PPR, accuracy"
ca55479596eb006a0384d70351cc7e6523b60fdf,CBIS-DDSM,Discoursing Novel Procedure for Segmentation of Mammograms,,2020.0,https://www.semanticscholar.org/paper/ca55479596eb006a0384d70351cc7e6523b60fdf,1,False,"2020 Indo – Taiwan 2nd International Conference on Computing, Analytics and Networks (Indo-Taiwan ICAN)",Computer Science,Conference,"{'pages': '21-27', 'name': '2020 Indo – Taiwan 2nd International Conference on Computing, Analytics and Networks (Indo-Taiwan ICAN)'}","Baljinder Singh, G. Jagdev","{'MAG': '3082092848', 'DOI': '10.1109/Indo-TaiwanICAN48429.2020.9181367', 'CorpusId': 221474936}",10.1109/Indo-TaiwanICAN48429.2020.9181367,,,ROC
d2764410be9ebc246c27a2d4e4bf83899710928b,CBIS-DDSM,Breast Cancer Detection and Localization Using a Novel Multimodal Approach,,2025.0,https://www.semanticscholar.org/paper/d2764410be9ebc246c27a2d4e4bf83899710928b,0,False,IEEE Transactions on Instrumentation and Measurement,Computer Science,JournalArticle,"{'volume': '74', 'pages': '1-13', 'name': 'IEEE Transactions on Instrumentation and Measurement'}","Abhinav Kumar, Pradeep Kumar, Manpuran Mahto, Subodh Srivastava","{'DBLP': 'journals/tim/KumarKMS25', 'DOI': '10.1109/TIM.2024.3502883', 'CorpusId': 274237239}",10.1109/TIM.2024.3502883,,,PPR
417e5e5465d25eacf570c5a39ec1823b77b70e06,"CBIS-DDSM, DDSM, INbreast, MIAS",High Performance Breast Cancer Diagnosis From Mammograms Using Mixture of Experts With EfficientNet Features (MoEffNet),"As breast cancer is a leading cause of death for women globally, there is a critical need for better diagnostic tools. To address this challenge, we propose MoEffNet, a cutting-edge framework that offers high-performance breast cancer diagnosis. MoEffNet is characterised by its innovative hybrid integration of EfficientNet and Mixture of Experts (MoEs), using two powerful techniques developed to enhance accuracy and efficiency. EfficientNet, known for its robust feature extraction capabilities, utilises compound scaling and depth-wise separable convolutions to capture image features across multiple levels of abstraction. This is combined with MoEs framework, which employs specialised expert networks to analyse distinct aspects of mammograms. MoEffNet analyses features at various levels: low-level for basic patterns, mid-level for detailed analyses, and high-level for complex contents. Features extracted from various EfficientNet model stages are assigned to specialised experts to optimise diagnostic precision. A dynamic gating mechanism (EffiGate) is introduced to ensure that the most relevant experts contribute to each diagnostic decision, by dynamically adjusting their influence based on input data characteristics. This approach ensures that the most effective experts are utilised for each case, resulting in superior accuracy. The scalability of MoEffNet is highlighted by its ability to adapt to various computational constraints and accuracy requirements, using EfficientNet’s architecture, which ranges from B0 to B7 models. We have validated MoEffNet’s effectiveness on three mammographic datasets (MIAS, CBIS-DDSM, and INbreast) achieving outstanding results (AUC >0.99 across all datasets), outperforming existing methods. Particularly, EfficientNet B1 and B2 models with three or four experts achieved the highest accuracy, demonstrating MoEffNet’s potential as a robust diagnostic tool for early breast cancer detection. Through its innovative hybrid model, robust feature extraction, dynamic gating, and specialised expert networks, MoEffNet sets a new benchmark in automated mammogram analysis, offering a powerful tool for more accurate and reliable breast cancer diagnosis.",2024.0,https://www.semanticscholar.org/paper/417e5e5465d25eacf570c5a39ec1823b77b70e06,2,True,IEEE Access,Computer Science,JournalArticle,"{'volume': '12', 'pages': '133703-133725', 'name': 'IEEE Access'}","H. Ahmed, Asoke K. Nandi","{'DBLP': 'journals/access/AhmedN24', 'DOI': '10.1109/ACCESS.2024.3461360', 'CorpusId': 273049130}",10.1109/ACCESS.2024.3461360,,,"AUC, PPR, accuracy, precision"
2a5d8317c2226ba8cc61fc21539362d3ec7e6594,"CBIS-DDSM, CMMD, INbreast, VinDr-Mammo",StethoNet: Robust Breast Cancer Mammography Classification Framework,"Despite the emergence of numerous Deep Learning (DL) models for breast cancer detection via mammograms, there is a lack of evidence about their robustness to perform well on new unseen mammograms. To fill this gap, we introduce StethoNet, a DL-based framework that consists of multiple Convolutional Neural Network (CNN) trained models for classifying benign and malignant tumors. StethoNet was trained on the Chinese Mammography Database (CMMD), and tested on unseen images from CMMD, as well as on images from two independent datasets, i.e., the Vindr-Mammo and the INbreast datasets. To mitigate domain-shift effects, we applied an effective entropy-based domain adaptation technique at the preprocessing stage. Furthermore, a Bayesian hyperparameters optimization scheme was implemented for StethoNet optimization. To ensure interpretable results that corroborate with prior clinical knowledge, attention maps generated using Gradient-weighted Class Activation Mapping (GRADCAM) were compared with Regions of Interest (ROIs) identified by radiologists. StethoNet achieved impressive Area Under the receiver operating characteristics Curve (AUC) scores: 90.7% (88.6%-92.8%), 83.9% (76.0%-91.8%), and 85.7% (82.1%-89.4%) for the CMMD, INbreast, and Vindr-Mammo datasets, respectively. These results surpass the current state of the art and highlight the robustness and generalizability of StethoNet, scaffolding the integration of DL models into breast cancer mammography screening workflows.",2024.0,https://www.semanticscholar.org/paper/2a5d8317c2226ba8cc61fc21539362d3ec7e6594,3,True,IEEE Access,Computer Science,JournalArticle,"{'volume': '12', 'pages': '144890-144904', 'name': 'IEEE Access'}","Charalampos Lamprou, Kyriaki Katsikari, Noora Rahmani, L. Hadjileontiadis, M. Seghier, Aamna Alshehhi","{'DBLP': 'journals/access/LamprouKRHSA24', 'DOI': '10.1109/ACCESS.2024.3473010', 'CorpusId': 273114178}",10.1109/ACCESS.2024.3473010,,,"AUC, ROC, Receiver Operating Characteristic, map"
51a9765813034c91a4e6e4a3178ff42d00b30cc0,"CBIS-DDSM, DDSM",A Convolutional Neural Network Based Patch Classifier Using Mammograms,": Breast Cancer is the most prevalent cancer among females worldwide. Early detection is key to good prognosis and mammography is the most widely-used technique, particularly in screening programs. However, mammography is a highly-skilled and often time-consuming task. Deep learning methods can facilitate the detection process and assist clinicians in disease diagnosis. There has been much research showing Deep Neural Networks’ successful use in medical imaging to predict early and accurate diagnosis. This paper proposes a patch-based Convolutional Neural Network (CNN) classiﬁcation approach to classify patches (small sections) obtained from mammogram images into either benign or malignant cases. A novel patch extraction approach method, which we call Overlapping Patch Extraction , is developed and compared with the two different techniques, Non-Overlapping Patch Extraction , and a Region-Based-Extraction . Experimentation is conducted using images from the Curated Breast Imaging Subset of Digital Database for Screening Mammography. Five deep learning models, three conﬁgurations of EfﬁcientNet-V2 (B0, B2, and L), ResNet-101, and MobileNet-V3L, are trained on the patches extracted using the discussed methods. Preliminary results indicate that the proposed patch extraction approach, Overlapping, produces a more robust patch dataset. Promising results are obtained using the Overlapping patch extraction technique trained on the EfﬁcientNet-V2L model achieving an AUC of 0.90.",2023.0,https://www.semanticscholar.org/paper/51a9765813034c91a4e6e4a3178ff42d00b30cc0,1,True,International Conference on Agents and Artificial Intelligence,Computer Science,JournalArticle,{'pages': '869-876'},"Yumnah Hasan, Aidan Murphy, Meghana Kshirsagar, C. Ryan","{'DBLP': 'conf/icaart/HasanM0R23', 'DOI': '10.5220/0011790800003393', 'CorpusId': 257360550}",10.5220/0011790800003393,,,"AUC, PPR, ROC"
36c2e396f089e6f3a11e1df658a0dc94f69b6267,"CBIS-DDSM, DDSM",Applied Deep Learning Architectures for Breast Cancer Screening Classification,": Breast cancer (BC) became the most diagnosed cancer, making it one of the deadliest diseases. Mammography is a modality used for early detection of breast cancer. The objective of the present paper is to evaluate and compare deep learning techniques applied to mammogram images. The paper conducts an experimental evaluation of eight deep Convolutional Neural Network (CNN) architectures for a binary classification of breast screening mammograms, namely VGG16, VGG19, DenseNet201, Inception ResNet V2, Inception V3, ResNet 50, MobileNet V2 and Xception. This evaluation was based on four performance metrics (accuracy, precision, recall and f1-score), as well as Scott Knott statistical test and Borda count voting system. The data was extracted from the CBIS-DDSM dataset with 4000 images. And results have shown that DenseNet201 was the most efficient model for the binary classification with an accuracy of 84.27%.",2023.0,https://www.semanticscholar.org/paper/36c2e396f089e6f3a11e1df658a0dc94f69b6267,1,True,International Conference on Agents and Artificial Intelligence,Computer Science,JournalArticle,{'pages': '617-624'},"Asma Zizaan, A. Idri, Hasnae Zerouaoui","{'DBLP': 'conf/icaart/ZizaanIZ23', 'DOI': '10.5220/0011723700003393', 'CorpusId': 257359096}",10.5220/0011723700003393,,,"F1, F1-score, accuracy, precision, recall"
e21a07da3583db04933deaf0a803312e39eff52e,CBIS-DDSM,"AI applications in robotics, diagnostic image analysis and precision medicine: Current limitations, future trends, guidelines on CAD systems for medicine",,2021.0,https://www.semanticscholar.org/paper/e21a07da3583db04933deaf0a803312e39eff52e,62,True,,Computer Science,Review,"{'volume': '24', 'pages': '100596', 'name': 'Informatics in Medicine Unlocked'}","T. Habuza, Alramzana Nujum Navaz, Faiza Hashim, F. Alnajjar, Nazar Zaki, M. Serhani, Yauhen Statsenko","{'MAG': '3163437482', 'DOI': '10.1016/J.IMU.2021.100596', 'CorpusId': 236669149}",10.1016/J.IMU.2021.100596,,,precision
84d211a79d47c0c7415147efe73f18a330f7ffc5,CBIS-DDSM,"IMAGE PROCESSING, PATTERN RECOGNITION Benign and malignant breast tumors classification based on texture analysis and backpropagation neural network",,2021.0,https://www.semanticscholar.org/paper/84d211a79d47c0c7415147efe73f18a330f7ffc5,0,False,,,,,"L. M. Wisudawati, S. Madenda, E. P. Wibowo, A. A. Abdullah",{'CorpusId': 249669686},,,,ROC
45863991ee61172c2282ffc7d5bf6d91fd31f35b,CBIS-DDSM,Saliency-Based Microcalcification Clusters Segmentation In Mammography,,2021.0,https://www.semanticscholar.org/paper/45863991ee61172c2282ffc7d5bf6d91fd31f35b,1,False,,,,,"Ilhame Ait Lbachir, I. Daoudi, S. Tallal",{'CorpusId': 250020663},,,,ROC
a3b32716ec1fc6ccd30c5e40a2066329b379baa5,CBIS-DDSM,"Interpretable and Annotation-Efficient Learning for Medical Image Computing: Third International Workshop, iMIMIC 2020, Second International Workshop, MIL3ID 2020, and 5th International Workshop, LABELS 2020, Held in Conjunction with MICCAI 2020, Lima, Peru, October 4–8, 2020, Proceedings",,2020.0,https://www.semanticscholar.org/paper/a3b32716ec1fc6ccd30c5e40a2066329b379baa5,1,False,iMIMIC/MIL3ID/LABELS@MICCAI,Computer Science,Book,{'name': 'Interpretable and Annotation-Efficient Learning for Medical Image Computing'},"Mara Graziani, Thomas Lompech, H. Müller, A. Depeursinge, V. Andrearczyk","{'DBLP': 'conf/miccai/2020imimic', 'DOI': '10.1007/978-3-030-61166-8', 'CorpusId': 222119459}",10.1007/978-3-030-61166-8,,,ROC
5896c1b8d2c281935bd1942de18c1e501f48c2dc,CBIS-DDSM,A Deep Learning Approach for Efficient Registration of Dual View Mammography,,2020.0,https://www.semanticscholar.org/paper/5896c1b8d2c281935bd1942de18c1e501f48c2dc,2,False,IAPR International Workshop on Artificial Neural Networks in Pattern Recognition,Computer Science,JournalArticle,{'pages': '162-172'},"Sina Famouri, L. Morra, F. Lamberti","{'MAG': '3082920519', 'DBLP': 'conf/annpr/FamouriML20', 'DOI': '10.1007/978-3-030-58309-5_13', 'CorpusId': 221494412}",10.1007/978-3-030-58309-5_13,,,PPR
8e9a161398a79e4fe4a68b48e1a0b766ec90eafb,VinDr-Mammo,Yolo-MLSAM: SAM Based Breast Cancer Microcalcification Cluster-Segmentation Method,,2025.0,https://www.semanticscholar.org/paper/8e9a161398a79e4fe4a68b48e1a0b766ec90eafb,0,False,Journal of Computing and Electronic Information Management,,JournalArticle,{'name': 'Journal of Computing and Electronic Information Management'},"Hongguang Chen, Banteng Liu, Ke Wang","{'DOI': '10.54097/1mw0pm54', 'CorpusId': 276655299}",10.54097/1mw0pm54,,,ROC
eed5df6f18d7ead20c9ad313d971364ea8f38041,"CMMD, VinDr-Mammo",Unsupervised domain adaptation of dynamic extension networks based on class decision boundaries,"In response to the problems of inaccurate feature alignment, loss of source domain information, imbalanced sample distribution, and biased class decision boundaries in traditional unsupervised domain adaptation methods, this paper proposes a class decision boundary-based dynamic expansion network unsupervised domain adaptation method called CDE-Net. Specifically, our method dynamically expands the autoencoder-based network structure, which can preserve source domain feature information while gradually adapting to the target domain data distribution and learning useful feature information from the target domain. Meanwhile, by minimizing clustering loss and conditional entropy loss, CDE-Net can explore the intrinsic structure of the data and push class decision boundaries away from dense data areas. We experimentally verify our method on three medical image datasets, chest X-rays, intracranial hemorrhage, and mammography, and achieve an average AUC improvement of 25.8% or more compared to non-transfer methods. In addition, we compare our method with previous unsupervised domain adaptation methods, and the experimental results show that our method achieves better classification accuracy and generalization performance.",2024.0,https://www.semanticscholar.org/paper/eed5df6f18d7ead20c9ad313d971364ea8f38041,1,True,Multim. Syst.,Computer Science,JournalArticle,"{'volume': '30', 'pages': '80', 'name': 'Multim. Syst.'}","Yuanjiao Chen, Diao Wang, Darong Zhu, Zhe Xu, Bishi He","{'DBLP': 'journals/mms/ChenWZXH24', 'DOI': '10.1007/s00530-024-01278-z', 'CorpusId': 268472248}",10.1007/s00530-024-01278-z,,,"AUC, accuracy"
28e31e3a9963c9b5c4d59e0606495aee9de949c1,VinDr-Mammo,An Approach to Classifying Breast Density Level Using Deep Learning-Based Segmentation Model on Full-Field Digital Mammograms,,2023.0,https://www.semanticscholar.org/paper/28e31e3a9963c9b5c4d59e0606495aee9de949c1,0,False,2023 7th International Symposium on Multidisciplinary Studies and Innovative Technologies (ISMSIT),,,"{'pages': '1-6', 'name': '2023 7th International Symposium on Multidisciplinary Studies and Innovative Technologies (ISMSIT)'}","Muhammet Üsame Öziç, Ayşe Sidenur Yilmaz, Halil İbrahim Sandiraz, Baıhaqı Hılmı Estanto","{'DOI': '10.1109/ISMSIT58785.2023.10304947', 'CorpusId': 265056072}",10.1109/ISMSIT58785.2023.10304947,,,PPR
0c13830fa2c89b4b14e97ad06a584a1c12569d0c,"ADMANI, VinDr-Mammo",Impact of GAN artifacts for simulating mammograms on identifying mammographically occult cancer,"Abstract. Purpose Generative adversarial networks (GANs) can synthesize various feasible-looking images. We showed that a GAN, specifically a conditional GAN (CGAN), can simulate breast mammograms with normal, healthy appearances and can help detect mammographically-occult (MO) cancer. However, similar to other GANs, CGANs can suffer from various artifacts, e.g., checkerboard artifacts, that may impact the quality of the final synthesized image, as well as the performance of detecting MO cancer. We explored the types of GAN artifacts that exist in mammogram simulations and their effect on MO cancer detection. Approach We first trained a CGAN using digital mammograms (FFDMs) of 1366 women with normal/healthy breasts. Then, we tested the trained CGAN on an independent MO cancer dataset with 333 women with dense breasts (97 MO cancers). We trained a convolutional neural network (CNN) on the MO cancer dataset, in which real and simulated mammograms were fused, to identify women with MO cancer. Then, a radiologist who was independent of the development of the CGAN algorithms evaluated the entire MO cancer dataset to identify and annotate artifacts in the simulated mammograms. Results We found four artifact types, including checkerboard, breast boundary, nipple-areola complex, and black spots around calcification artifacts, with an overall incidence rate over 69% (the individual incident rate ranged from 9% to 53%) from both normal and MO cancer samples. We then evaluated their potential impact on MO cancer detection. Even though various artifacts existed in the simulated mammogram, we found that it still provided complementary information for MO cancer detection when it was combined with the real mammograms. Conclusions We found that artifacts were pervasive in the CGAN-simulated mammograms. However, they did not negatively affect our MO cancer detection algorithm; the simulated mammograms still provided complementary information for MO cancer detection when combined with real mammograms.",2023.0,https://www.semanticscholar.org/paper/0c13830fa2c89b4b14e97ad06a584a1c12569d0c,4,True,Journal of Medical Imaging,"Medicine, Engineering",JournalArticle,"{'volume': '10', 'name': 'Journal of Medical Imaging'}","Juhun Lee, Tamerlan Mustafaev, Robert M. Nishikawa","{'PubMedCentral': '10569795', 'DOI': '10.1117/1.JMI.10.5.054503', 'CorpusId': 264080030, 'PubMed': '37840849'}",10.1117/1.JMI.10.5.054503,,37840849.0,PPR
25b5b4835cbf5706eb839e7a1de26c17ecf0c903,VinDr-Mammo,A Novel Transparency Strategy-based Data Augmentation Approach for BI-RADS Classification of Mammograms,,2022.0,https://www.semanticscholar.org/paper/25b5b4835cbf5706eb839e7a1de26c17ecf0c903,2,True,Symposium on Software Performance,Computer Science,JournalArticle,"{'pages': '681-685', 'name': '2023 IEEE Statistical Signal Processing Workshop (SSP)'}","Sam B. Tran, Huyen T. X. Nguyen, Chi Phan, Hieu Pham, H. Nguyen","{'ArXiv': '2203.10609', 'DBLP': 'conf/ssp/TranNPNP23', 'DOI': '10.1109/SSP53291.2023.10207998', 'CorpusId': 258187636}",10.1109/SSP53291.2023.10207998,2203.10609,,PPR
783422df8cc8d13f6889f1462a15201a5172b00c,CMMD,Hybrid Deep Learning and Active Contour Approach for Enhanced Breast Lesion Segmentation and Classification in Mammograms,,2025.0,https://www.semanticscholar.org/paper/783422df8cc8d13f6889f1462a15201a5172b00c,0,True,Intelligent Medicine,,JournalArticle,{'name': 'Intelligence-Based Medicine'},"Abdala Nour, B. Boufama","{'DOI': '10.1016/j.ibmed.2025.100224', 'CorpusId': 276366343}",10.1016/j.ibmed.2025.100224,,,PPR
a9e3d80152b4c5d81efb3fac5f99836b25233fad,OPTIMAM,Deep learning-based mammographic breast compression pressure estimates on processed images vs an unprocessed image reference,,2024.0,https://www.semanticscholar.org/paper/a9e3d80152b4c5d81efb3fac5f99836b25233fad,0,False,International Workshop on Breast Imaging,Engineering,,"{'volume': '13174', 'pages': '131740H - 131740H-10'}","Robyn Letts, Kaier Wang, Melissa L. Hill","{'DOI': '10.1117/12.3027039', 'CorpusId': 270144451}",10.1117/12.3027039,,,ROC
